label,url_len,num_digits_dom,num_@,num_slash,query,caps,domain_ip
0,24,1,0,3,0,1,0
0,28,1,0,3,0,1,0
0,63,1,0,6,0,1,0
0,28,1,0,3,0,1,0
0,28,1,0,3,0,1,0
0,44,0,0,3,0,0,0
0,28,1,0,3,0,1,0
0,75,1,0,3,0,1,0
0,28,1,0,3,0,1,0
0,28,1,0,3,0,1,0
